gene_id	midas_1EE_S42_Xp_blk	midas_1EM_S18_Xp_blk	midas_1XE_S43_Xp_blk	midas_1XM_S19_Xp_blk	midas_2EE_S44_Xp_blk	midas_2EM_S20_Xp_blk	midas_2XE_S45_Xp_blk	midas_2XM_S21_Xp_blk	midas_3EE_S46_Xp_blk	midas_3EM_S22_Xp_blk	midas_3XE_S47_Xp_blk	midas_3XM_S23_Xp_blk	midas_4EE_S48_Xp_blk	midas_4EM_S24_Xp_blk	midas_4XE_S49_Xp_blk	midas_4XM_S25_Xp_blk	midas_5EE_S50_Xp_blk	midas_5EM_S26_Xp_blk	midas_5XE_S51_Xp_blk	midas_5XM_S27_Xp_blk	midas_6EE_S52_Xp_blk	midas_6EM_S28_Xp_blk	midas_6XE_S53_Xp_blk	midas_6XM_S29_Xp_blk
SUPERPANG_02533	7594	5384	1867	42	7578	5315	950	352	6963	5481	5502	19	5809	5397	3861	59	6165	3815	2367	290	7096	5888	123	54
SUPERPANG_02534	5104	3043	1040	21	4541	2949	615	191	4670	2840	3208	13	3284	3051	2213	33	3941	2235	1631	179	4684	3390	47	30
SUPERPANG_02535	20827	12421	4052	84	17921	11594	2409	796	24495	11526	12628	42	14591	11645	8550	84	18285	8969	8517	634	22430	13648	296	124
SUPERPANG_02536	13227	7472	2382	52	11089	7137	1481	502	14500	7271	7076	29	8984	7363	5185	37	11364	5272	3698	382	13381	8287	181	64
SUPERPANG_02537	13606	9505	3890	62	14235	9906	2426	629	12187	9308	10850	45	10511	10224	8367	133	13101	7053	5339	802	13999	11533	236	142
SUPERPANG_02538	1180	2073	420	7	2069	2057	205	149	1470	1759	813	4	1356	1967	1573	28	1549	1322	503	82	2124	1504	17	28
SUPERPANG_02539	1390	3001	519	10	2106	2746	253	206	2025	2601	940	8	1723	2642	2105	28	1974	1910	598	66	2742	1942	27	48
SUPERPANG_02540	1167	2550	310	16	1549	2667	221	201	1545	1926	936	14	1617	2409	2024	27	1524	1288	527	68	2522	1673	38	40
SUPERPANG_02541	366	662	190	5	646	621	61	38	511	615	227	1	479	683	504	8	414	426	179	23	690	566	12	11
SUPERPANG_02542	2618	3488	1122	18	4011	3126	315	268	2971	3317	1426	17	2844	3347	2672	28	2399	2392	736	153	3536	3285	39	49
SUPERPANG_02543	18405	13529	4369	66	18020	12548	1830	801	16811	12435	10110	30	12916	12625	9326	70	13278	8917	4086	607	17985	13791	177	170
SUPERPANG_02544	6408	3546	1244	21	5562	3423	808	214	7338	3339	3182	16	4081	3661	2603	16	5306	2517	1571	200	7061	4190	59	43
SUPERPANG_02545	18457	10856	3365	65	14958	9789	2125	608	19890	10116	9704	35	11827	10018	7299	50	15317	7455	4884	472	21060	12171	160	142
SUPERPANG_02546	15655	8777	2780	42	13371	8565	1802	589	17695	8729	8901	37	10365	9024	6146	84	12677	6524	7126	387	19439	10368	207	71
SUPERPANG_02547	7585	9796	2602	56	10752	9117	1402	520	9486	9219	4748	98	7865	9550	6296	121	8497	6480	3356	351	10901	9330	239	89
SUPERPANG_02548	11980	9108	3041	53	11435	8396	1481	540	11299	8779	8539	22	9300	8917	5607	49	8789	5934	3195	398	11281	10063	176	97
SUPERPANG_02549	9550	6778	2043	44	8211	6399	1061	361	8486	6520	5958	25	6593	6810	4140	62	7064	4543	2608	293	8939	7230	141	83
SUPERPANG_02550	12924	9009	2954	59	11049	8456	1445	470	12931	8561	8376	31	9362	8526	5612	91	9572	5937	4398	395	12173	9769	183	52
SUPERPANG_02551	17761	18746	4896	136	19806	17345	2558	1005	24214	17609	13628	59	16600	18236	11997	94	18578	12015	9546	760	25842	17968	395	222
SUPERPANG_02552	12139	8205	2627	21	10138	7138	1401	501	12405	7881	7416	17	8601	8059	5349	49	9274	5397	3479	398	12830	9190	135	84
SUPERPANG_02553	12010	10487	3296	65	12551	9992	1837	651	13268	10348	8526	64	10070	10232	6301	118	11348	6761	4222	496	15323	11387	311	120
SUPERPANG_02554	12695	8789	2962	42	10996	7684	1504	490	14963	8394	8331	22	9500	8286	5142	86	10180	5862	5813	318	13880	9131	220	107
SUPERPANG_02555	1295	1014	326	6	1185	926	129	50	1393	988	743	4	1048	1068	661	2	1043	652	515	42	1520	938	24	8
SUPERPANG_02556	20974	19882	5312	91	22119	18249	2462	1239	20912	19108	14458	62	16892	19558	12469	133	17992	12816	6226	857	24334	20150	285	250
SUPERPANG_02557	7719	5431	1958	27	6833	4832	939	279	6595	5149	4962	24	5579	5464	3583	44	6150	3702	1557	227	6966	5880	95	58
SUPERPANG_02558	8697	7632	2274	35	9013	7015	990	463	8324	7336	6022	28	6956	7391	4727	60	7253	5096	2084	290	9541	7838	121	66
SUPERPANG_02559	2745	2448	632	16	2656	2407	362	144	2743	2403	1881	4	2094	2498	1440	9	2369	1564	719	81	3326	2466	53	18
SUPERPANG_02560	10484	7275	2536	55	8866	6528	1290	351	11165	7223	6412	23	7752	7373	4347	55	8234	4959	2432	348	10211	8060	162	56
SUPERPANG_02561	9557	6939	2385	47	8640	6557	1242	376	9631	6787	5920	28	7298	7078	4480	43	7188	4825	2129	331	9274	7635	134	93
SUPERPANG_02562	9557	8071	2290	41	9978	7927	1193	550	9544	7957	6358	40	7629	8024	5009	52	7636	5593	2305	378	10111	8598	115	98
SUPERPANG_02563	9431	8353	2588	37	9385	7810	1101	463	9698	7906	6299	30	7416	8181	5052	66	8248	5435	2278	372	10303	8829	145	97
SUPERPANG_02564	34561	21479	7019	126	27419	20105	3778	1247	36887	20991	19317	79	22986	21144	13155	123	26386	14833	7787	988	34500	23612	445	197
SUPERPANG_02565	7093	4921	1556	22	6366	4521	843	297	8622	4618	4255	14	4905	4902	3011	31	5884	3235	2066	213	7255	5659	113	35
SUPERPANG_02566	7333	6294	1915	30	7052	5727	981	315	8010	6001	5159	6	5568	5838	3790	36	6385	4092	2125	256	8110	6519	118	55
SUPERPANG_02567	5909	5705	1727	36	6277	5507	953	332	6410	5417	4399	58	5041	5455	3389	61	5516	3777	1665	227	7006	6020	189	50
SUPERPANG_02568	13572	10481	3226	59	12744	9722	1599	596	12043	9774	8742	44	10503	10206	6565	95	11439	6898	3154	433	13226	11124	169	92
SUPERPANG_02569	6107	5557	1756	21	6173	4944	714	308	5903	5137	4163	18	5422	5571	3379	39	4475	3432	1705	234	6551	6139	60	45
SUPERPANG_02570	2931	2906	815	15	3434	2640	315	197	2942	2842	2088	13	2487	2701	1737	31	2479	1857	982	117	3666	3051	53	23
SUPERPANG_02571	5316	5480	1526	37	5636	5331	662	293	6187	5067	3824	26	4817	5347	3364	42	4816	3426	2277	263	7584	5618	129	56
SUPERPANG_02572	11715	7435	2330	47	9343	6958	1191	461	14208	7173	6702	17	8690	7520	4543	52	9228	4990	5342	277	14428	8158	199	67
SUPERPANG_02573	5694	3629	1161	29	4262	3314	597	176	6443	3546	3434	5	4238	3406	2197	18	4603	2494	2449	155	6571	3834	75	26
SUPERPANG_02574	6967	5971	1897	47	6989	5658	869	310	7080	5475	4770	22	5663	5738	3694	32	6098	3946	2837	248	9117	6095	124	56
SUPERPANG_02575	5250	6456	1792	31	6782	5335	949	391	6491	6222	3086	59	5248	6353	3940	74	5954	4070	2613	271	8911	6281	136	60
SUPERPANG_02576	2605	3656	707	15	3073	3367	513	207	3755	3198	1607	13	2730	3427	2318	23	3511	1951	1546	113	5021	2659	61	53
SUPERPANG_02577	4490	3852	1292	29	4751	3621	540	200	5696	3664	2883	14	3799	3853	2470	27	4261	2500	1821	177	5790	4262	62	39
SUPERPANG_02578	10958	8119	2739	50	9636	7073	1273	494	14459	7607	7315	27	8669	7761	4759	70	8397	5237	4104	336	11385	8563	201	65
SUPERPANG_02579	3783	2999	807	15	3459	2646	492	125	4736	2718	2451	12	2762	2912	1843	26	3203	1826	1539	103	4368	3025	25	27
SUPERPANG_02580	9897	7036	2302	36	8562	6461	1386	347	12843	6622	6285	29	7426	6791	4370	60	8169	4537	3900	321	10962	7407	242	58
SUPERPANG_02581	14590	9413	3300	64	12215	8694	1652	510	17450	9117	8754	41	10451	9348	5833	70	10834	6393	5038	439	15087	10785	215	70
SUPERPANG_02582	12399	11818	3614	62	14147	11165	1476	691	14220	11811	9027	33	10597	11730	7836	78	10911	8051	4103	448	15365	12403	207	115
SUPERPANG_02583	14882	18695	5411	130	20326	18408	2129	1025	19645	18121	12100	49	15188	18480	12436	125	15420	12277	6809	733	23363	19015	356	147
SUPERPANG_02584	11630	7948	2600	37	9924	7119	1373	390	14925	7679	7764	26	8277	7859	4756	56	8999	5360	6158	317	13590	8813	161	61
SUPERPANG_02585	8006	5222	1740	31	6424	4714	927	248	9478	5260	5084	14	5885	4992	3217	39	6018	3458	3454	239	9497	5720	127	76
SUPERPANG_02586	6789	4898	1460	28	5673	4311	825	245	7945	4525	4649	17	4984	4545	3027	50	5314	3050	2876	212	8828	4970	143	58
SUPERPANG_02587	19778	11233	3667	99	14156	10188	1866	565	23173	11280	10877	50	13387	11323	6679	58	13297	7833	9375	479	23259	12623	302	84
SUPERPANG_02588	15237	10040	3061	57	11977	8741	1614	512	17099	9367	9054	39	10612	9708	6045	52	10920	6407	5186	377	16844	10568	273	118
SUPERPANG_02589	9334	6474	2055	26	7978	5722	1091	358	9522	6471	5641	21	6390	6603	4136	39	7260	4426	2359	346	9802	7134	133	63
SUPERPANG_02590	4492	3559	1185	10	4143	3212	583	233	4233	3555	3000	11	3283	3473	2219	32	3322	2297	1116	146	4886	3763	53	46
SUPERPANG_02591	6494	7873	1973	51	8413	7474	1115	506	7828	7297	4585	40	6178	7363	4850	72	6784	5172	2457	334	9463	7004	108	83
SUPERPANG_02592	6088	6065	1823	21	6897	5492	841	364	6993	5285	4730	20	5506	5678	3834	44	5856	3722	2116	250	7255	6238	83	70
SUPERPANG_02593	8101	6959	2207	35	8573	6562	1106	378	8093	6555	5953	30	6700	6936	4606	42	7265	4619	2550	396	9233	7567	148	75
SUPERPANG_02594	3001	2361	734	10	2911	2376	390	150	3151	2398	2034	27	2403	2420	1608	24	2475	1626	899	109	3060	2421	62	29
SUPERPANG_02595	11550	8258	2653	53	10595	7946	1483	495	12215	8022	7311	44	8631	8307	5220	66	9219	5561	3173	387	11525	9756	165	101
SUPERPANG_02596	15374	12266	4024	75	14850	11054	1963	711	15121	12151	10672	60	11598	11927	7918	90	12478	8312	3981	522	15616	13066	268	137
SUPERPANG_02597	18090	14237	4615	85	16676	13083	2226	739	15779	13706	11647	58	13851	13809	8581	100	14373	9415	3988	637	16424	15238	228	162
SUPERPANG_02598	8252	6139	1977	37	7570	5777	1043	382	6262	5973	4904	25	5838	6178	4032	59	6590	4019	1653	308	7162	6374	164	55
SUPERPANG_02599	5955	4579	1623	23	5605	4130	769	240	4739	4538	3617	15	4643	4530	2642	32	4627	3062	1258	195	4974	5025	73	40
SUPERPANG_02600	4480	4466	1315	29	5006	4056	552	234	4110	4363	3024	18	3955	4276	2721	27	3988	2926	1112	195	4557	4547	70	42
SUPERPANG_02601	6282	6311	1840	33	7438	6078	743	403	5591	5993	4279	6	5442	5876	3975	63	5124	3993	1581	300	6509	6276	102	75
SUPERPANG_02602	8360	7709	2472	33	9099	7154	1119	467	7144	7494	6242	41	7127	7729	4863	68	6731	5166	2204	365	8275	8217	124	111
SUPERPANG_02603	9935	9473	2726	37	10473	8360	1310	562	8679	8879	7496	50	8202	9020	5894	97	8135	6246	2332	456	9905	9566	193	124
SUPERPANG_02604	11923	8695	2763	39	10402	8367	1478	496	10220	7993	7366	24	8402	8394	5127	98	10074	5672	2554	451	11035	9473	173	93
SUPERPANG_02605	6376	4476	1401	28	5412	4100	744	284	5650	4450	3699	9	4729	4355	2800	39	4842	2991	1343	174	5750	5025	117	58
SUPERPANG_02606	4825	3601	1109	27	3996	3243	525	175	4023	3354	2896	13	3541	3324	2235	25	3705	2369	1093	164	4442	3896	86	56
SUPERPANG_02607	11669	8059	2603	39	9719	7446	1374	399	10411	7794	6843	31	8352	7801	5018	72	9209	5369	2723	349	11440	8516	127	68
SUPERPANG_02608	17655	14053	4351	97	17129	13239	1962	786	18473	14109	11452	66	13485	14299	9042	113	13975	9612	4928	637	19391	14647	284	163
SUPERPANG_02609	7598	4699	1573	30	6059	4221	750	252	9262	4781	4510	23	5086	4754	2841	17	5944	3289	2630	205	8554	5231	87	41
SUPERPANG_02610	2274	1301	440	7	1788	1241	223	91	2383	1451	1341	3	1361	1299	848	1	1743	979	691	71	2376	1236	33	20
SUPERPANG_02611	569	396	127	0	484	348	59	35	579	394	394	0	350	341	203	2	438	276	165	15	534	206	12	5
SUPERPANG_02612	4923	3243	1068	17	4135	3066	553	219	5220	3303	2983	9	3274	3268	2050	21	4070	2298	1464	137	5405	3325	91	32
SUPERPANG_02613	24841	17601	5648	103	21835	16467	2653	985	29571	17718	15824	58	18174	17381	10774	112	20947	11975	9549	861	29061	19144	385	185
SUPERPANG_02614	9092	6296	2008	30	8134	5874	1051	332	12641	6056	5877	26	7756	6117	3904	50	8232	4408	5641	309	11194	7258	202	52
SUPERPANG_02615	7359	6927	2315	47	8255	7124	1026	345	8064	6458	5510	28	6861	6677	4412	79	7407	4633	3649	332	9356	7393	150	85
SUPERPANG_02616	4670	5454	1459	38	5461	5133	701	279	6036	4908	3898	33	4511	5209	3347	33	4785	3571	2552	180	6944	5575	101	51
SUPERPANG_02617	4220	3718	1247	33	4572	3330	554	248	4093	3819	3249	23	3378	3662	2452	18	3583	2518	1319	184	4285	3947	84	38
SUPERPANG_02618	8987	7241	2465	43	9358	7126	1278	404	9366	7632	6291	39	7592	7512	4776	74	7117	5152	2342	302	8915	8086	207	91
SUPERPANG_02619	3775	3271	977	13	4011	3142	496	216	4300	3227	2591	12	3179	3211	2091	29	3354	2213	1050	142	3955	3717	56	31
SUPERPANG_02620	7174	6786	1876	21	7561	6326	932	416	6959	6344	5166	24	5929	6387	4150	51	6658	4610	2062	305	7658	7118	105	72
SUPERPANG_02621	16170	12887	4053	113	15655	12420	2402	788	14537	12686	10948	72	12286	12866	8272	138	13417	9231	4212	568	15218	14275	375	139
SUPERPANG_02622	3124	3701	941	28	4034	3420	657	209	3841	3459	2077	21	3043	3465	2474	41	3552	2392	1315	146	4456	3747	82	48
SUPERPANG_02623	9827	7677	2576	30	9362	6952	1244	421	10628	7389	6766	22	7538	7447	4582	28	7943	5277	2577	267	9831	8757	121	80
SUPERPANG_02624	9941	7732	2298	45	9113	7402	1124	430	9978	7697	6307	22	7192	7561	4756	52	7610	5288	2822	384	10810	8318	153	76
SUPERPANG_02625	9096	6484	2174	36	8166	5814	1181	406	10978	6401	5962	27	6766	6445	3710	51	6946	4403	2862	265	9990	7007	138	81
SUPERPANG_02626	6034	4116	1317	20	4817	3951	774	217	6854	3919	3676	19	3986	3837	2470	50	4660	2735	1949	154	6828	4347	122	57
SUPERPANG_02627	13341	8946	2714	54	11031	8154	1497	528	15483	8717	7521	32	9100	8890	5371	72	10185	6181	3506	405	14685	10062	168	101
SUPERPANG_02628	6881	4634	1427	20	5794	4096	856	238	7802	4589	3775	18	4747	4404	2686	34	5601	3059	1702	208	7472	4998	83	49
SUPERPANG_02629	30168	21845	6442	149	26420	19901	3543	1205	31457	20575	18587	53	21118	20894	13367	110	24557	14802	8323	1006	33715	23866	488	219
SUPERPANG_02630	15770	9805	3035	61	12364	8724	1670	629	16964	9302	8386	41	10279	10032	5728	60	11209	6682	4454	466	16440	10975	225	93
SUPERPANG_02631	6144	4029	1349	23	4867	3642	674	213	7253	3790	3963	11	4284	3941	2381	23	4467	2739	3101	170	7433	4326	102	45
SUPERPANG_02632	3580	2328	703	3	2831	2019	377	169	4741	2092	2262	14	2535	2167	1305	26	2743	1484	2309	77	4388	2506	50	40
SUPERPANG_02633	6344	4666	1286	47	5386	4156	733	205	7766	4255	4445	13	4786	4418	2589	28	5138	3080	3558	188	8025	4905	146	37
SUPERPANG_02634	2460	2045	536	10	2224	1827	365	89	2680	1901	1638	27	1865	1954	1290	21	2062	1333	1034	72	3181	1972	82	14
SUPERPANG_02635	13693	11749	3489	62	13831	10789	1822	740	14855	11249	9741	43	10952	11267	7396	82	11381	7717	4615	425	16501	12533	199	113
SUPERPANG_02636	4830	3745	1242	9	4473	3365	633	181	4672	3557	3367	13	3692	3538	2262	36	3898	2523	1140	171	4907	4120	56	27
SUPERPANG_02637	4866	4317	1207	21	4789	3684	701	224	4571	4095	3251	8	3876	4177	2784	46	3885	2707	1210	189	5275	4500	118	40
SUPERPANG_02638	8983	8813	2650	47	9782	7562	1200	457	8603	8311	5623	28	7725	8262	5080	73	6771	5448	2224	342	9864	8723	219	103
SUPERPANG_02639	18107	13929	4249	82	16555	13064	2086	640	18790	13434	11782	64	13838	13546	8700	97	13988	9272	4457	617	19146	14700	224	128
SUPERPANG_02640	17468	12088	3543	52	15147	10985	1915	695	20668	11352	10793	44	12455	11646	7031	74	13156	7999	5937	504	19129	12927	274	125
SUPERPANG_02641	21190	14639	4625	91	18333	13582	2420	857	23484	13710	13128	55	15110	14183	8659	88	16079	9636	6011	676	23062	15779	291	130
SUPERPANG_02642	3799	3552	1006	15	3969	3270	496	205	3996	3407	2778	18	3257	3599	2106	15	3158	2288	1110	146	4447	3804	60	28
SUPERPANG_02643	2922	3124	909	26	3554	2733	508	251	3266	2895	2421	33	2595	2967	1944	37	2802	1868	1061	124	4060	3140	48	24
SUPERPANG_02644	9981	9915	2732	53	11112	9002	1242	465	11527	9481	6510	52	8442	9557	5923	77	8747	6050	3141	402	13086	9813	141	79
SUPERPANG_02645	3626	2301	774	15	3025	2176	413	139	4633	2226	2168	1	2705	2228	1342	26	2724	1646	949	91	4055	2583	57	13
SUPERPANG_02646	8003	5524	1806	42	6655	4841	940	356	10561	5268	4753	20	5660	5003	3036	43	6345	3610	2292	239	9678	5773	133	35
SUPERPANG_02647	13665	10267	3164	68	12329	9565	1815	599	16256	9619	9200	50	10032	10096	6190	47	11225	6790	5021	350	17192	10684	294	103
SUPERPANG_02648	6936	4652	1522	29	5779	4208	752	211	9493	4444	4315	14	5397	4614	2632	32	5360	3236	2964	210	8944	5187	177	59
SUPERPANG_02649	2175	1392	405	4	1710	1258	209	97	2914	1348	1364	2	1545	1325	843	13	1533	893	992	74	2529	1487	32	9
SUPERPANG_02650	15665	10264	3352	78	13447	9391	1607	554	19871	10315	10501	16	11208	10148	6265	54	12068	7072	8368	402	19032	11657	310	96
SUPERPANG_02651	7210	5918	1719	39	7127	5496	812	285	8907	6041	5221	18	5474	5921	3639	55	6121	4024	3273	236	9485	6136	122	44
SUPERPANG_02652	5949	4355	1352	10	5412	4077	645	221	7101	4304	4049	16	4406	4298	2820	24	4593	3092	2754	182	7215	4646	122	47
SUPERPANG_02653	22311	15463	4891	71	19265	13897	2634	820	28136	14672	13708	48	16229	15238	9252	51	18034	10241	7610	684	26403	17122	337	146
SUPERPANG_02654	11328	8426	2448	51	10453	7862	1244	525	12913	7746	6844	49	7946	7966	5070	29	8960	5692	3184	326	13287	8899	161	62
SUPERPANG_02655	15050	10528	3159	64	12903	9571	1614	593	16805	10177	9060	17	10798	10100	5890	36	11140	7228	4267	454	16620	11324	226	105
SUPERPANG_02656	24230	15842	4676	71	19517	14087	2606	851	29743	14680	13460	69	16071	15023	9271	104	18781	10596	8061	600	26915	17874	377	148
SUPERPANG_02657	9644	6208	1798	28	7248	5571	1071	350	11377	5888	5368	40	6629	5928	3547	40	7184	4078	3168	294	10196	6904	125	79
SUPERPANG_02658	9558	7263	2192	40	9173	6650	1193	411	11053	7119	6658	23	7037	7352	4224	56	7981	4849	3227	321	10255	7979	175	48
SUPERPANG_02659	78	48	8	0	53	72	9	1	54	53	44	5	56	55	48	1	57	31	36	4	88	57	2	1
SUPERPANG_02660	8424	8124	2554	46	9687	7751	1313	457	8481	7769	6289	28	6941	8042	4865	80	7892	5437	2410	358	8917	8568	178	97
SUPERPANG_02661	3240	4255	1014	14	4442	4183	600	306	3493	4141	2174	7	3244	4310	2716	53	3992	2706	1293	162	4328	4256	91	60
SUPERPANG_02662	3557	3745	1037	20	4733	3797	424	272	3469	3874	1920	13	3655	3849	2620	42	3762	2658	1226	157	3770	4034	100	50
SUPERPANG_02663	8809	9567	2569	70	10976	8690	1434	558	7516	8720	5458	87	8654	9146	5851	81	9020	6067	3372	414	8225	9367	175	105
SUPERPANG_02664	84	112	25	0	90	137	10	17	67	98	45	7	70	91	66	3	115	72	38	10	90	78	2	2
SUPERPANG_02665	45	54	9	1	56	65	5	5	38	52	30	6	43	42	37	5	68	39	21	4	57	46	4	1
SUPERPANG_02666	44	90	18	0	60	67	8	4	37	53	29	7	41	65	51	6	75	32	27	2	52	68	2	1
SUPERPANG_02667	182	336	76	1	299	363	27	32	199	345	108	5	216	337	261	4	325	248	91	11	311	265	2	7
SUPERPANG_02668	1742	5034	157	19	1797	5182	588	518	1956	3134	1778	29	2492	3644	3382	70	3137	2168	1125	152	3650	3035	69	83
SUPERPANG_02669	819	2083	47	11	792	2246	192	208	941	1303	648	12	1100	1508	1360	27	1293	934	306	40	1491	1285	12	41
SUPERPANG_02670	26395	20510	6295	125	27576	20102	3947	1265	28560	19036	17280	54	22671	19573	13557	285	24271	13595	10095	904	26218	20658	792	266
SUPERPANG_02671	11902	8678	2812	78	9998	7629	1434	463	14143	8421	6795	36	8975	8410	5583	78	9759	5835	6684	352	13807	9125	198	67
SUPERPANG_02672	3101	3543	806	18	3422	3324	408	228	3626	3324	2335	11	2973	3477	2532	34	3495	2308	1805	139	4800	3482	63	35
SUPERPANG_02673	5014	4989	1495	28	5304	4408	613	250	4917	4673	3404	19	4297	4511	3117	50	4489	3214	1818	222	6128	5019	87	43
SUPERPANG_02674	4582	3544	1314	14	4372	2988	608	208	4462	3531	3200	7	3300	3745	2422	29	3788	2604	1335	162	4966	4312	69	41
SUPERPANG_02675	19997	15036	4968	108	17866	13689	2320	1023	18372	15319	12283	44	13935	15209	10118	99	15759	10761	4940	769	20811	16479	408	180
SUPERPANG_02676	17143	10707	3505	67	12582	9621	1771	481	19000	10631	8435	49	11805	10896	6958	68	12855	7695	3630	513	17953	12256	187	57
SUPERPANG_02677	16223	9902	3491	43	12021	8841	1790	549	18345	10337	8357	32	11311	9965	6632	57	12367	7213	3950	407	18334	11355	166	125
SUPERPANG_02678	2253	1829	579	16	1960	1562	260	79	2543	1593	1484	4	1688	1838	1103	17	1820	1252	589	90	2553	1968	18	16
SUPERPANG_02679	7162	5876	1986	37	6710	5308	840	377	7464	5820	4652	19	5484	5895	3992	13	5773	4269	1925	292	8153	6295	118	77
SUPERPANG_02680	3388	2945	958	9	3353	2508	395	166	3604	2831	2321	17	2835	3024	2018	22	2746	2073	1060	138	4106	2983	46	48
SUPERPANG_02681	17096	12596	4151	77	14707	11125	2092	734	19169	12552	11179	62	13478	12574	8152	103	14122	8907	5682	564	19184	13652	284	174
SUPERPANG_02682	37923	27178	9089	161	31205	23497	4116	1554	38395	26398	22847	110	27357	26624	17476	157	29282	18772	10860	1218	39868	28963	609	242
SUPERPANG_02683	40009	29396	9378	152	34057	25996	4940	1477	45077	28941	23924	89	29944	28818	19032	175	33743	20481	11363	1294	44655	31910	558	260
SUPERPANG_02684	2797	3199	903	28	3295	2664	480	165	3832	2881	1680	5	2627	2954	1968	15	3218	2020	1320	103	4199	2751	40	31
SUPERPANG_02685	25836	19425	6396	110	22277	17005	3064	969	30082	19073	16158	40	19348	18931	12499	98	20907	13602	8464	763	30560	20635	455	208
SUPERPANG_02686	20506	12901	4165	89	14997	10833	2116	663	23129	12447	11279	29	13986	12403	7861	88	15503	9204	9209	508	24417	14995	409	123
SUPERPANG_02687	23302	12478	3925	75	15371	10742	2169	680	25710	12034	12081	45	15161	12300	7882	107	16170	8635	12799	496	27163	14389	473	127
SUPERPANG_02688	16796	12172	3574	62	13263	9960	1732	633	18002	11545	9669	41	12130	11910	7275	80	12892	7971	5235	448	19273	12574	366	86
SUPERPANG_02689	16828	13193	4159	109	14426	11300	1880	676	17359	12181	10144	60	12445	12515	7842	94	12837	8547	4323	505	17111	13346	344	135
SUPERPANG_02690	3346	2458	859	12	3008	2091	435	132	3372	2441	2088	11	2352	2365	1623	20	2881	1721	924	113	3295	2386	70	23
SUPERPANG_02691	12705	10941	3405	101	12232	9832	1793	648	12583	10347	8209	117	10215	10600	7237	172	10392	7445	3327	475	13229	11402	346	123
SUPERPANG_02692	8386	9286	2466	70	9443	8449	1175	519	9422	8654	6025	108	7756	8614	6003	92	8024	6400	2671	357	10515	9277	241	142
SUPERPANG_02693	13295	8921	2773	69	10658	7946	1346	509	15204	8529	7588	38	9893	8660	5811	78	10975	6488	3449	378	13043	9494	278	68
SUPERPANG_02694	10923	10436	3220	43	11518	9733	1303	552	11945	10004	7475	40	9377	9990	6791	60	10314	7675	3250	509	11763	11007	167	120
SUPERPANG_02695	19524	21331	6155	105	22386	19905	2410	1240	19612	19765	13893	111	18651	20707	14055	248	18326	14174	6187	1030	22583	21267	421	248
SUPERPANG_02696	12770	9436	2947	50	10557	7923	1538	466	12212	9150	8074	20	9072	8798	5964	79	10876	6438	3459	381	12222	9785	155	130
SUPERPANG_02697	19588	12710	4217	71	15577	11483	2055	762	19681	13062	11690	66	13654	12786	8267	99	16585	9278	5464	566	18515	14204	308	175
SUPERPANG_02698	31855	28245	8758	189	30928	25766	4119	1824	29766	28369	22230	163	25760	27519	18964	206	27886	20243	10704	1449	34659	29347	608	338
SUPERPANG_02699	19975	15783	5046	78	17620	13972	2670	899	22868	15446	13376	80	15579	15853	10663	173	17946	10851	12261	669	22820	16591	617	163
SUPERPANG_02700	2993	2141	691	4	2553	1873	354	132	3396	2035	2036	10	2293	2111	1305	20	2508	1505	1876	89	3343	2151	84	25
SUPERPANG_02701	976	769	257	12	924	639	124	37	1077	784	646	2	778	736	510	16	944	587	501	37	1104	897	35	6
SUPERPANG_02702	16448	12850	4014	107	15014	11569	2179	763	17001	12730	11506	90	12475	12354	8135	114	14841	8791	6597	562	17488	13800	397	133
SUPERPANG_02703	9602	10568	3016	42	10887	9623	1324	651	8510	10316	6018	33	9044	10418	7247	66	9281	7142	2870	401	10573	10500	189	114
SUPERPANG_02704	12388	10680	3669	56	12498	9829	1282	649	10077	10629	8489	59	10066	10626	7115	62	9277	7676	3217	422	10778	11225	155	84
SUPERPANG_02705	28724	23583	7422	177	26643	20879	3884	1382	32450	22686	19284	153	22203	22924	15604	279	25273	16602	11405	965	28957	25317	798	258
SUPERPANG_02706	13847	8780	2985	88	10982	8108	1443	535	14915	8896	7908	26	9974	9069	5908	41	11076	6544	4789	457	13155	9975	203	95
SUPERPANG_02707	8469	8217	2502	42	9053	7429	1256	425	8462	7906	6417	37	7448	7772	5279	62	7955	5653	3051	285	8950	8324	131	97
SUPERPANG_02708	7534	9594	2800	46	9405	8929	1304	529	7687	8859	5239	28	8013	9279	6915	83	8729	6386	3543	359	9581	8975	165	129
SUPERPANG_02709	5780	5481	1661	32	6279	5060	1012	324	5995	5228	4306	20	5190	5322	3845	55	5823	3827	2485	190	6061	5633	209	83
SUPERPANG_02710	7750	8002	2558	41	8344	7188	1348	454	7550	7767	6351	93	7403	7724	5376	130	7504	5252	2715	340	8285	8022	252	77
SUPERPANG_02711	2280	3311	706	38	2727	2880	447	208	2699	3068	1736	10	2350	3242	2215	41	2962	2140	1001	134	3339	3052	130	33
SUPERPANG_02712	2160	3133	707	32	2909	2921	401	216	2617	2833	1701	43	2267	2892	2021	51	2658	1957	1052	124	3109	2699	80	45
SUPERPANG_02713	2507	3000	1013	38	3223	2626	392	153	2898	2958	1807	16	2324	2903	2144	41	2779	1885	1172	152	3377	3074	61	25
SUPERPANG_02714	10838	7664	2587	56	9397	6949	1331	447	12508	7520	7045	35	8251	7822	5100	36	9264	5616	3644	325	10967	8817	215	96
